EmpresaId,Location,lat,lgn,Description,Type,time,provincia,localidad,calification,BranchType
21231|2,MOCORETA 423,-34.39678,-58.74388,SUBE TELECENTRO MOCORETA,2,08:00 A 20:00 HS,BA,MAQUINISTA F SAVIO,5,LOCUTORIO,
21244|2,CALLE 41 437,-34.90498,-57.95517,SUBE MAXIKIOSCO,2,08:00 A 20:00 HS,BA,LA PLATA,5,KIOSCO,
21250|2,CALLE 146 1300,-34.95708,-57.98303,SUBE DEL PALACIO DANIEL ENRIQUE,2,09:00 A 22:00 HS,BA,LOS HORNOS,5,KIOSCO,
21326|2,ANTARTIDA ARGENTINA AV. 326,-34.79445,-58.21171,SUBE FREZZA MIGUEL ANGEL,2,08:00 A 20:00 HS,BA,RANELAGH,5,COMERCIO,
21329|2,PRES JUAN DOMINGO PERON 1401,-34.65720,-58.79670,SUBE RIVAROLA RICARDO LUIS,2,08:00 A 20:00 HS,BA,LA REJA,5,KIOSCO,
20004|2,SENGUEL 5950,-34.76102,-58.62181,LA VECINAL DE MATANZA S.A.C.I. DE MICRO-OMNIBUS,2,05:00 A 20:00 HS,BA,GONZÁLEZ CATÁN,5,PARADA DE COLECTIVOS,
20018|2,SALTA 84,-34.64751,-58.62109,EMPRESA DEL OESTE S.A.T.,2,08:00 A 16:00 HS,BA,MORON,5,PARADA DE COLECTIVOS,
20022|2,TOMAS MARQUEZ 1460,-34.46753,-58.90747,CASALIS MARIANO,2,09:00 A 19:00 HS,BA,PILAR,5,LOCUTORIO,
20066|2,SPIRO 3184,-34.75175,-58.58452,CIBERTEL,2,08:30 A 21:30 HS,BA,GREGORIO DE LAFERRERE,5,LOCUTORIO,
20071|2,JUAN B JUSTO 4004,-34.54469,-58.76145,SOLOIP SRL,2,07:00 A 23:00 HS,BA,JOSE CLEMENTE PAZ,5,COMERCIO,
20082|2,SAN JORGE 3289,-34.48279,-58.87096,RAGAZZI RUBEN RICARDO,2,05:00 A 20:30 HS,BA,VILLA ASTOLFI,5,KIOSCO,
20238|2,ALSINA 724,-34.82837,-58.39255,ESPOSITO MARGARITA BEATRIZ,2,08:00 A 22:00 HS,BA,BURZACO,5,KIOSCO,
20392|2,CALLE 14 4192,-34.76502,-58.21545,PERSICHETTI NICOLAS,2,07:00 A 22:00 HS,BA,BERAZATEGUI,5,COMERCIO,
20685|2,AV. BEIRO, FRANCISCO 5709,-34.61717,-58.52940,POLICICHIO JOSE,2,05:30 A 23:00 HS,CF,VILLA REAL,5,KIOSCO,
20763|2,AV. ROCA, JULIO A., PTE. 612,-34.61037,-58.37498,SOCIEDAD INVERSORA ROCA,2,08:00 A 19:00 HS,CF,MONTSERRAT,5,KIOSCO,
20834|2,ANDRES FERREIRA 2502,-34.60495,-58.56468,CORRIZO MIRTHA,2,08:00 A 20:00 HS,BA,CASEROS,5,COMERCIO,
20865|2,AV. SAN MARTIN 2749,-34.60297,-58.46434,KIOSCO ARCE QUINONES,2,08:00 A 23:00 HS,CF,LA PATERNAL,5,KIOSCO,
20926|2,AV. CORDOBA 386,-34.59847,-58.37263,SZKLARKIEWICZ CHALUPOWICZ,2,08:00 A 19:00 HS,CF,SAN NICOLÁS,5,COMERCIO,
20946|2,CABRERA, JOSE A. 3818,-34.59649,-58.42022,PIEDRAFITA MAURO URIEL,2,10:00 A 21:00 HS,CF,PALERMO,5,COMERCIO,
21115|2,MITRE, EMILIO 51,-34.53275,-58.70220,TABAREZ,2,08:00 A 20:00 HS,BA,SAN MIGUEL,5,COMERCIO,
21160|2,AV. AVELLANEDA 1608,-34.45009,-58.55176,NIEVAS ELIZABETH EDITH,2,08:00 A 23:00 HS,BA,SAN FERNANDO,5,COMERCIO,
20441|2,AV. CASTAÑARES 6362,-34.67846,-58.48644,RIZZI MARCELA,2,08:00 A 20:00 HS,CF,VILLA LUGANO,4,KIOSCO,
20451|2,AV. DE LOS CORRALES 7411,-34.66861,-58.50749,FANUCHI MARIELA,2,08:00 A 20:00 HS,CF,MATADEROS,5,KIOSCO,
20489|2,AV. PERON, EVA 3971,-34.64900,-58.46923,MAIDANA PERLA DEL CARMEN,2,08:00 A 20:00 HS,CF,PARQUE AVELLANEDA,5,COMERCIO,
20540|2,AV. RIVADAVIA 11550,-34.63920,-58.52705,GAITAN RODOLFO,2,08:00 A 20:00 HS,CF,LINIERS,5,KIOSCO,
20572|2,AV. RIVADAVIA 8807,-34.63524,-58.48778,VISSALE DIEGO ARIEL,2,08:00 A 20:00 HS,CF,VÉLEZ SARSFIELD,5,COMERCIO,
20573|2,AV. CASTAÑARES 1098,-34.63518,-58.43407,FARAJ,2,07:30 A 22:00 HS,CF,PARQUE CHACABUCO,5,KIOSCO,
20590|2,CATAMARCA 1861,-34.63180,-58.40205,MAXIKIO MARTINEZ MONICA DALESSIO PABLO,2,08:00 A 20:00 HS,CF,PARQUE PATRICIOS,5,KIOSCO,
20598|2,LA RIOJA 1718,-34.63055,-58.40635,ISKANDAR HAMPARSOUM,2,08:00 A 20:00 HS,CF,PARQUE PATRICIOS,5,COMERCIO,
20005|2,LIBERTAD 1,-35.05876,-58.75449,TRANSPORTE IDEAL SAN JUSTO SA,2,14:00 A 22:00 HS,BA,CA¿ELAS,5,PARADA DE COLECTIVOS,
20129|2,SAN MARTIN 524,-34.60182,-58.37392,ATLAS CITY SA,2,09:00 A 19:00 HS,CF,SAN NICOLÁS,5,COMERCIO,
